OG PHY BAT BRO BGM
OG0002803 0.83760292597892327393 0.02818117997896997864 0.00000100000050002909 0.00000100000050002909
OG0002804 0.49524914873672348792 0.47319757952210284024 0.40714690376451789788 0.48079577379449628394
OG0002805 0.29043229135834341958 0.52211254051370714624 0.10567185784028378104 0.02422539660876368503
OG0002806 0.36641457908838603874 2.14140306442474015469 0.02985892791350017866 0.01244476750305788595
OG0002810 0.40008754042584027122 0.34655456400648604331 0.06301584846607448387 0.02283666749940736762
OG0002813 0.47804844894637471553 0.04283782386789918711 0.00000100000050002909 0.76211298403943683599
OG0002815 0.32083897431634067487 0.02269827543783665968 0.19088516710501249318 0.00733393845548591539
OG0002817 0.17310394714816193518 0.09832116976307274381 1.07716806941473119963 0.01600314288613091662
OG0002818 1.44950974442320967839 0.02090707162881922515 0.02722542186131329811 0.87086020033265243434
OG0002819 0.65056921693171299026 0.06567344993871780667 0.93737875927467351200 0.00000100000050002909
OG0002820 0.45106109065488603216 0.08388961393642678510 0.26281172662779400673 0.00000100000050002909
OG0002821 0.49361530164476330462 0.02520768655900770122 0.75460368022591117754 0.00076261520985971892
OG0002822 0.53699066610744039529 0.00000100000050002909 0.04051876200836427439 0.02040915633497187784
OG0002823
OG0002824 0.73381103612125198055 0.03594766708640722425 0.03043441127329525944 0.34924038869093676496
OG0002825 0.46428980172882305943 0.78339267144754587413 0.01704199440484723341 0.03107175957623424870
OG0002826 0.47522618692172757804 0.00000100000050002909 0.24215154962754140144 0.18390957521830139654
OG0002827 0.47430534166034443722 0.02870520707935733315 0.30588225136590663222 0.08681051895985301969
OG0002829 1.15814477754383204910 0.02679111260987348392 0.00000100000050002909 0.46065897701687880117
OG0002830 0.03492050308539029757 0.00000100000050002909 0.00000100000050002909 0.00000100000050002909
OG0002831
OG0002832 0.63514670217741342473 0.00000100000050002909 0.00000100000050002909 0.00000100000050002909
OG0002835 0.28649005946294070490 0.73136908959815682962 0.00000100000050002909 0.01412531168213809751
OG0002837 0.66430731138676346603 0.00000100000050002909 0.11122020582312087955 0.01685448010211772901
OG0002838 0.27224212986012608084 0.51190196799605425237 0.35891481215650705705 0.74853062828837935161
OG0002840 0.43115525111273811376 0.41792729886002144557 0.97949037811141026477 0.11621445845226428817
OG0002841 0.90043810536942503475 0.51424858047074795131 0.01240798247050135111 0.03524435766328199576
OG0002842 0.51467988818322474298 0.02352755404794071650 0.90202631987556991522 0.01685281659497056550
OG0002844 0.17714914180756963225 0.00086238038933315702 0.29679601305364855524 0.06772600750689530824
OG0002847 0.36678496016121270307 0.02464932626584237160 0.00975946797356633255 0.20396425160301834278
OG0002849 0.19422381076611208717 0.46573577444299718575 0.04315116419750341520 0.57705749695396868493
OG0002851 1.07689721050439057848 1.55546218978443406833 0.00000100000050002909 0.09786895065479524203
OG0002855 0.32338908977313746140 1.06794624721879749529 0.00000100000050002909 0.00000100000050002909
OG0002857 0.41243535795287394885 0.51428722411644323120 0.12991555599782667052 0.03563693204964075295
OG0002859 0.36566921579139888276 0.63163112126004583580 0.00366738197965231104 0.04013363465801959851
OG0002863 0.98691447268223064793 0.00000100000050002909 0.01561652451617813464 0.00622876376898381327
OG0002864 0.11142086534186583513 0.04842992609083619782 0.06546957367909124470 0.20597062220883416428
OG0002869 0.00000100000050002909 0.00000100000050002909 1.51003013369537053556 0.00000100000050002909
OG0002876 3.84510430844838468900 0.08452398491786010382 0.00000100000050002909 0.00447002419995582660
OG0002883 0.78423320359229198306 0.02015389883117416070 0.00082608281769509058 0.00858957532687602485
OG0002884 0.29232584449914333913 0.01929846718228387867 0.05860527020414745686 0.22863289744698830908
OG0002885
OG0002888
OG0002890 1.11847552104236180881 0.00000100000050002909 1.02179126201132763896 0.00000100000050002909
OG0002893 0.48794539416099075302 0.05837168078998097170 0.00000100000050002909 0.24861535792130293188
OG0002895 0.38946889001104750827 0.00000100000050002909 0.00000100000050002909 0.20952669998380629712
OG0002900 1.00203497714197808932 0.00000100000050002909 2.69662447184155018576 0.24801593056162490880
OG0002903 0.37668530743161027230 0.15883459910425518080 0.53898756341184961283 0.09883566672968130407
OG0002904 0.25508805935126727116 0.00000100000050002909 0.30447325749803755279 0.00000100000050002909
OG0002906 1.06109660307365261112 0.03174528531471278864 0.02686141316232600398 0.00000100000050002909
OG0002909 0.76965434565166557235 0.03392047724346645282 0.01704079265406611629 0.01182250690857280552
OG0002910 0.58632812329150396646 0.01897613585621858376 0.90495753153274782754 0.01673196976437263395
OG0002911 0.26658001407301784580 0.25143844524252945138 0.00000100000050002909 0.00000100000050002909
OG0002916 0.86791488197166333229 0.01642017690561387716 0.00567779932533566713 0.01297918332050843060
OG0002917 0.18509495379411414206 0.03784092826063251841 0.00028665899741928889 0.59285901643403593475
OG0002918 0.39372304291480658689 0.00000100000050002909 0.02289753736887787869 0.61312479457928958926
OG0002919 0.76543147478305972875 0.02267778962478675039 0.01249402570697801321 0.02882439960296375239
